<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b</a>,🧠,3.62@@3.62,1644515328.0,100352.0,4096.0,✓,✗,75.29 ± 2.11 / 87.09 ± 1.45@@75.29,25.59 ± 2.84 / 24.66 ± 2.81@@25.59,1.04 ± 0.92 / 35.88 ± 1.92@@1.04,65.49 ± 1.03 / 49.92 ± 1.52@@65.49,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.64@@3.64,1170340608.0,65536.0,128000.0,✗,✗,67.47 ± 1.29 / 83.52 ± 0.83@@67.47,32.96 ± 1.54 / 22.80 ± 1.25@@32.96,3.50 ± 1.32 / 50.81 ± 0.92@@3.50,53.12 ± 2.05 / 29.97 ± 2.46@@53.12,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.65@@3.65,7504568320.0,128167.0,32768.0,✓,✗,65.04 ± 0.71 / 82.46 ± 0.36@@65.04,34.58 ± 1.37 / 30.38 ± 1.40@@34.58,6.32 ± 1.68 / 42.71 ± 0.49@@6.32,46.64 ± 0.45 / 0.00 ± 0.00@@46.64,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/ZurichNLP/unsup-simcse-xlm-roberta-base'>ZurichNLP/unsup-simcse-xlm-roberta-base</a>,🔍,3.65@@3.65,277453570.0,250002.0,514.0,✓,✗,51.91 ± 13.48 / 74.98 ± 8.49@@51.91,71.13 ± 1.51 / 73.33 ± 1.35@@71.13,1.00 ± 1.74 / 46.90 ± 3.02@@1.00,6.40 ± 3.73 / 3.70 ± 2.21@@6.40,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/OpenLLM-France/Lucie-7B'>OpenLLM-France/Lucie-7B</a>,📝,3.66@@3.66,6706960384.0,65024.0,32000.0,✓,✗,69.84 ± 2.79 / 83.39 ± 2.10@@69.84,24.35 ± 1.66 / 21.19 ± 1.56@@24.35,2.61 ± 1.18 / 41.55 ± 4.20@@2.61,65.42 ± 1.26 / 49.40 ± 1.78@@65.42,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/jhu-clsp/bernice'>jhu-clsp/bernice</a>,🔍,3.68@@3.68,278839328.0,250000.0,130.0,✓,✗,54.08 ± 10.91 / 76.87 ± 5.66@@54.08,65.56 ± 2.05 / 68.34 ± 1.36@@65.56,4.96 ± 3.48 / 49.34 ± 4.33@@4.96,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.70@@3.70,751632384.0,151936.0,40960.0,✓,✗,62.30 ± 1.41 / 80.96 ± 0.70@@62.30,28.38 ± 1.66 / 23.74 ± 1.20@@28.38,3.46 ± 2.25 / 51.21 ± 1.30@@3.46,57.26 ± 1.30 / 40.64 ± 1.88@@57.26,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.71@@3.71,751632384.0,151936.0,40960.0,✓,✗,59.95 ± 3.32 / 77.88 ± 2.85@@59.95,30.00 ± 2.06 / 24.17 ± 1.26@@30.00,4.96 ± 1.88 / 38.41 ± 2.89@@4.96,51.63 ± 1.25 / 36.11 ± 1.18@@51.63,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B-Instruct'>HuggingFaceTB/SmolLM2-1.7B-Instruct</a>,📝,3.71@@3.71,1711376384.0,49152.0,8192.0,✓,✗,66.39 ± 0.94 / 82.92 ± 0.57@@66.39,21.27 ± 5.51 / 20.73 ± 2.02@@21.27,7.15 ± 1.46 / 51.25 ± 1.47@@7.15,56.42 ± 0.99 / 39.73 ± 1.28@@56.42,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct</a>,📝,3.71@@3.71,3374295552.0,49155.0,4096.0,✓,✗,79.46 ± 0.52 / 89.62 ± 0.28@@79.46,34.50 ± 2.05 / 25.81 ± 1.43@@34.50,4.32 ± 1.92 / 49.40 ± 3.01@@4.32,28.74 ± 9.07 / 8.01 ± 9.64@@28.74,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,3.72@@3.72,8030261248.0,128256.0,131072.0,✓,✗,66.06 ± 1.24 / 82.91 ± 0.67@@66.06,30.91 ± 1.25 / 26.22 ± 1.60@@30.91,6.85 ± 1.82 / 49.43 ± 1.12@@6.85,40.75 ± 1.51 / 18.49 ± 1.92@@40.75,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.72@@3.72,742489344.0,65536.0,128000.0,✗,✗,66.56 ± 0.99 / 82.37 ± 0.68@@66.56,28.53 ± 1.74 / 23.50 ± 1.03@@28.53,2.18 ± 1.54 / 49.38 ± 1.27@@2.18,54.69 ± 1.49 / 35.18 ± 1.75@@54.69,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,3.73@@3.73,7002656768.0,64256.0,16384.0,✓,✗,62.67 ± 2.03 / 80.87 ± 1.25@@62.67,28.55 ± 2.65 / 23.82 ± 2.09@@28.55,0.05 ± 0.10 / 33.55 ± 0.39@@0.05,64.99 ± 1.29 / 50.51 ± 1.05@@64.99,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/01-ai/Yi-6B-Chat'>01-ai/Yi-6B-Chat</a>,📝,3.74@@3.74,6061035520.0,64000.0,4096.0,✗,✗,76.23 ± 0.80 / 88.03 ± 0.43@@76.23,28.36 ± 2.35 / 26.19 ± 2.48@@28.36,7.77 ± 1.02 / 51.44 ± 1.70@@7.77,29.59 ± 6.16 / 3.65 ± 5.94@@29.59,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,3.75@@3.75,7615616512.0,152064.0,131072.0,✓,✗,52.90 ± 3.50 / 75.94 ± 1.74@@52.90,31.70 ± 1.97 / 25.85 ± 0.98@@31.70,2.59 ± 1.07 / 45.08 ± 2.00@@2.59,56.09 ± 1.11 / 39.16 ± 1.17@@56.09,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/sentence-transformers/stsb-xlm-r-multilingual'>sentence-transformers/stsb-xlm-r-multilingual</a>,🔍,3.75@@3.75,278044162.0,250002.0,512.0,✓,✗,67.02 ± 0.52 / 83.45 ± 0.27@@67.02,60.07 ± 1.82 / 63.01 ± 1.43@@60.07,0.92 ± 1.59 / 49.22 ± 1.37@@0.92,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/four-two-labs/lynx-micro'>four-two-labs/lynx-micro</a>,📝,3.75@@3.75,2506172416.0,256000.0,8192.0,✗,✗,64.48 ± 2.57 / 81.10 ± 1.80@@64.48,34.02 ± 2.30 / 24.39 ± 1.70@@34.02,1.46 ± 1.22 / 42.46 ± 4.66@@1.46,47.44 ± 1.26 / 31.58 ± 0.84@@47.44,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,3.75@@3.75,278810882.0,251000.0,512.0,✓,✗,32.72 ± 21.37 / 58.08 ± 16.04@@32.72,53.31 ± 3.45 / 58.99 ± 2.15@@53.31,15.26 ± 8.62 / 50.41 ± 9.11@@15.26,9.46 ± 3.20 / 5.66 ± 2.03@@9.46,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,3.76@@3.76,?,128000.0,4096.0,✓,✗,73.23 ± 1.82 / 86.27 ± 1.04@@73.23,22.98 ± 2.59 / 23.19 ± 2.33@@22.98,0.43 ± 1.62 / 35.37 ± 2.27@@0.43,55.46 ± 1.38 / 41.12 ± 1.41@@55.46,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B</a>,🧠,3.76@@3.76,14030361600.0,131072.0,4096.0,✓,✗,68.31 ± 3.47 / 83.12 ± 2.41@@68.31,27.47 ± 4.94 / 22.58 ± 2.77@@27.47,2.32 ± 1.05 / 37.38 ± 1.47@@2.32,48.75 ± 2.49 / 35.22 ± 2.26@@48.75,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Twitter/twhin-bert-large'>Twitter/twhin-bert-large</a>,🔍,3.77@@3.77,561713298.0,250002.0,512.0,✓,✗,29.16 ± 10.32 / 61.88 ± 6.79@@29.16,75.87 ± 1.51 / 76.84 ± 0.99@@75.87,3.79 ± 4.94 / 43.83 ± 6.14@@3.79,3.18 ± 2.64 / 2.18 ± 1.77@@3.18,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.78@@3.78,999885952.0,262144.0,32768.0,✓,✗,73.00 ± 2.41 / 85.73 ± 1.53@@73.00,20.81 ± 5.18 / 17.46 ± 4.66@@20.81,1.85 ± 2.76 / 43.61 ± 2.45@@1.85,54.47 ± 1.30 / 39.80 ± 1.41@@54.47,16.5.0.dev0@@160500,15.13.0@@151300,16.5.0.dev0@@160500,15.13.0@@151300
<a href='https://hf.co/microsoft/infoxlm-large'>microsoft/infoxlm-large</a>,🔍,3.79@@3.79,559892482.0,250002.0,514.0,✓,✗,10.46 ± 12.42 / 46.17 ± 9.00@@10.46,74.04 ± 2.90 / 75.45 ± 2.27@@74.04,1.68 ± 0.99 / 40.65 ± 3.51@@1.68,29.13 ± 6.54 / 21.04 ± 4.88@@29.13,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,3.81@@3.81,8053338176.0,131072.0,65536.0,✓,✗,49.43 ± 6.95 / 66.55 ± 6.03@@49.43,25.10 ± 4.64 / 23.94 ± 3.61@@25.10,1.44 ± 1.51 / 35.04 ± 2.56@@1.44,71.52 ± 1.09 / 50.47 ± 2.07@@71.52,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/sentence-transformers/paraphrase-xlm-r-multilingual-v1'>sentence-transformers/paraphrase-xlm-r-multilingual-v1</a>,🔍,3.81@@3.81,278044162.0,250002.0,512.0,✓,✗,64.89 ± 0.92 / 82.35 ± 0.55@@64.89,57.09 ± 1.92 / 62.28 ± 1.30@@57.09,2.89 ± 2.08 / 47.53 ± 3.48@@2.89,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/cardiffnlp/twitter-xlm-roberta-base'>cardiffnlp/twitter-xlm-roberta-base</a>,🔍,3.82@@3.82,278045186.0,250002.0,514.0,✓,✗,41.45 ± 16.82 / 68.58 ± 10.76@@41.45,66.02 ± 3.65 / 68.71 ± 2.43@@66.02,1.87 ± 1.61 / 38.59 ± 4.21@@1.87,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B</a>,🧠,3.83@@3.83,1711376384.0,49152.0,8192.0,✓,✗,70.07 ± 1.61 / 84.76 ± 0.92@@70.07,22.46 ± 4.39 / 19.29 ± 2.65@@22.46,0.22 ± 1.20 / 33.63 ± 0.56@@0.22,52.83 ± 1.86 / 38.51 ± 1.77@@52.83,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/FacebookAI/roberta-large'>FacebookAI/roberta-large</a>,🔍,3.84@@3.84,355412571.0,50265.0,512.0,✓,✗,13.27 ± 11.72 / 45.58 ± 10.72@@13.27,68.23 ± 3.40 / 71.62 ± 2.18@@68.23,2.11 ± 1.86 / 42.32 ± 3.22@@2.11,22.42 ± 3.32 / 16.23 ± 2.69@@22.42,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/NorwAI/NorwAI-Mistral-7B'>NorwAI/NorwAI-Mistral-7B</a>,🧠,3.84@@3.84,7536586752.0,67993.0,32768.0,✓,✗,69.87 ± 3.52 / 84.01 ± 2.59@@69.87,16.65 ± 4.60 / 20.11 ± 2.97@@16.65,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,61.21 ± 1.58 / 45.87 ± 1.90@@61.21,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.85@@3.85,949685760.0,128256.0,4096.0,✗,✗,58.55 ± 2.88 / 76.88 ± 2.56@@58.55,28.73 ± 1.70 / 23.40 ± 1.34@@28.73,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,55.59 ± 1.24 / 40.53 ± 1.22@@55.59,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen1.5-1.8B-Chat'>Qwen/Qwen1.5-1.8B-Chat</a>,📝,3.86@@3.86,1836828672.0,151936.0,32768.0,✗,✗,59.02 ± 3.29 / 76.98 ± 2.71@@59.02,22.54 ± 2.56 / 19.80 ± 1.87@@22.54,2.42 ± 1.56 / 48.88 ± 1.42@@2.42,54.92 ± 1.54 / 37.15 ± 1.82@@54.92,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,3.87@@3.87,134734080.0,119547.0,512.0,✓,✗,61.98 ± 1.30 / 80.95 ± 0.67@@61.98,54.13 ± 2.46 / 59.68 ± 1.76@@54.13,2.05 ± 1.34 / 43.74 ± 4.39@@2.05,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,3.87@@3.87,134734080.0,119547.0,512.0,✓,✗,61.98 ± 1.30 / 80.95 ± 0.67@@61.98,54.26 ± 2.25 / 59.78 ± 1.61@@54.26,1.93 ± 1.26 / 43.75 ± 4.43@@1.93,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-mpnet-base-v2'>sentence-transformers/paraphrase-multilingual-mpnet-base-v2</a>,🔍,3.87@@3.87,278044162.0,250002.0,512.0,✓,✗,71.21 ± 0.99 / 85.53 ± 0.52@@71.21,54.94 ± 3.52 / 61.18 ± 2.04@@54.94,-1.10 ± 0.90 / 47.22 ± 1.97@@-1.10,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Twitter/twhin-bert-base'>Twitter/twhin-bert-base</a>,🔍,3.88@@3.88,279080594.0,250002.0,512.0,✓,✗,25.49 ± 10.82 / 59.56 ± 7.29@@25.49,72.98 ± 2.85 / 74.95 ± 2.14@@72.98,1.71 ± 1.68 / 47.21 ± 2.87@@1.71,0.19 ± 0.22 / 0.08 ± 0.11@@0.19,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/pere/roberta-base-exp-8'>pere/roberta-base-exp-8</a>,🔍,3.90@@3.90,278045186.0,250002.0,514.0,✓,✗,27.98 ± 9.39 / 61.16 ± 6.78@@27.98,68.69 ± 1.98 / 71.29 ± 1.74@@68.69,1.59 ± 1.59 / 45.62 ± 3.63@@1.59,10.50 ± 3.83 / 7.14 ± 2.58@@10.50,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Geotrend/bert-base-en-no-cased'>Geotrend/bert-base-en-no-cased</a>,🔍,3.90@@3.90,111441410.0,33071.0,512.0,✓,✗,22.27 ± 10.06 / 56.80 ± 8.85@@22.27,70.04 ± 1.72 / 73.01 ± 1.22@@70.04,0.45 ± 1.92 / 42.95 ± 4.21@@0.45,5.68 ± 3.36 / 3.56 ± 2.21@@5.68,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,3.91@@3.91,278045186.0,250002.0,514.0,✓,✗,40.32 ± 16.80 / 67.39 ± 11.17@@40.32,61.75 ± 4.07 / 65.77 ± 3.75@@61.75,1.12 ± 2.67 / 47.57 ± 2.84@@1.12,0.62 ± 0.73 / 0.33 ± 0.42@@0.62,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.91@@3.91,1235814400.0,128256.0,131072.0,✓,✗,70.65 ± 4.63 / 84.46 ± 3.34@@70.65,13.43 ± 4.04 / 13.53 ± 3.46@@13.43,1.71 ± 1.82 / 40.54 ± 1.93@@1.71,52.62 ± 3.56 / 39.08 ± 2.87@@52.62,16.5.0.dev0@@160500,15.13.0@@151300,16.5.0.dev0@@160500,15.13.0@@151300
<a href='https://hf.co/microsoft/phi-2'>microsoft/phi-2</a>,🧠,3.91@@3.91,2779683840.0,51200.0,2048.0,✓,✗,56.04 ± 1.23 / 77.76 ± 0.66@@56.04,30.83 ± 2.61 / 24.58 ± 2.49@@30.83,0.42 ± 1.83 / 40.53 ± 4.11@@0.42,46.54 ± 3.19 / 33.87 ± 2.53@@46.54,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,3.92@@3.92,1656850432.0,128000.0,4096.0,✓,✗,51.74 ± 12.49 / 69.05 ± 10.38@@51.74,21.92 ± 3.46 / 22.06 ± 2.44@@21.92,-0.44 ± 1.27 / 48.24 ± 1.05@@-0.44,59.24 ± 1.51 / 42.83 ± 1.59@@59.24,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Geotrend/bert-base-en-fr-de-no-da-cased'>Geotrend/bert-base-en-fr-de-no-da-cased</a>,🔍,3.94@@3.94,118118382.0,41710.0,512.0,✓,✗,20.98 ± 10.47 / 56.40 ± 8.60@@20.98,71.11 ± 1.70 / 73.64 ± 1.21@@71.11,2.85 ± 2.21 / 46.52 ± 4.24@@2.85,8.35 ± 3.28 / 5.20 ± 2.22@@8.35,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,3.98@@3.98,7452725248.0,250680.0,4096.0,✓,✗,34.53 ± 4.59 / 65.61 ± 3.24@@34.53,26.76 ± 1.07 / 22.89 ± 1.12@@26.76,1.21 ± 1.35 / 39.16 ± 2.61@@1.21,66.95 ± 0.76 / 48.42 ± 0.94@@66.95,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,3.99@@3.99,1791080448.0,120818.0,262144.0,✓,✗,59.90 ± 1.09 / 79.64 ± 0.58@@59.90,26.33 ± 1.13 / 23.10 ± 1.12@@26.33,2.55 ± 1.28 / 51.20 ± 0.64@@2.55,36.61 ± 0.53 / 0.00 ± 0.00@@36.61,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/tiiuae/Falcon3-1B-Instruct'>tiiuae/Falcon3-1B-Instruct</a>,📝,4.01@@4.01,1669408768.0,131072.0,8192.0,✓,✗,54.41 ± 2.51 / 75.48 ± 2.35@@54.41,18.02 ± 1.65 / 15.84 ± 1.44@@18.02,2.08 ± 1.86 / 37.61 ± 1.85@@2.08,52.49 ± 0.68 / 35.75 ± 0.89@@52.49,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,4.03@@4.03,108867577.0,84985.0,512.0,✓,✗,29.75 ± 9.22 / 61.42 ± 8.83@@29.75,65.91 ± 1.49 / 69.37 ± 1.34@@65.91,0.74 ± 2.02 / 41.53 ± 4.96@@0.74,0.34 ± 0.44 / 0.17 ± 0.20@@0.34,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/distilbert/distilbert-base-multilingual-cased'>distilbert/distilbert-base-multilingual-cased</a>,🔍,4.03@@4.03,135445755.0,119547.0,512.0,✓,✗,29.81 ± 9.24 / 61.45 ± 8.84@@29.81,66.36 ± 1.54 / 69.76 ± 1.49@@66.36,1.49 ± 1.67 / 41.50 ± 5.33@@1.49,0.23 ± 0.28 / 0.12 ± 0.14@@0.23,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/microsoft/infoxlm-base'>microsoft/infoxlm-base</a>,🔍,4.04@@4.04,278045186.0,250002.0,514.0,✓,✗,35.20 ± 17.95 / 65.48 ± 10.78@@35.20,61.22 ± 2.67 / 66.59 ± 1.71@@61.22,0.77 ± 1.47 / 45.84 ± 2.85@@0.77,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/LumiOpen/Viking-7B'>LumiOpen/Viking-7B</a>,🧠,4.04@@4.04,7550013440.0,131072.0,4096.0,✓,✗,62.73 ± 5.03 / 79.01 ± 4.20@@62.73,15.09 ± 2.81 / 14.60 ± 2.32@@15.09,0.55 ± 1.58 / 42.08 ± 3.18@@0.55,49.81 ± 1.70 / 35.99 ± 1.91@@49.81,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.05@@4.05,2611528704.0,128000.0,4096.0,✓,✗,67.44 ± 3.28 / 82.91 ± 1.99@@67.44,5.60 ± 2.58 / 8.35 ± 2.17@@5.60,2.77 ± 1.66 / 42.41 ± 3.36@@2.77,53.84 ± 1.53 / 38.73 ± 1.44@@53.84,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-base'>ibm-granite/granite-3.0-1b-a400m-base</a>,🧠,4.06@@4.06,1384956928.0,49152.0,4096.0,✓,✗,67.57 ± 1.35 / 83.31 ± 0.78@@67.57,14.26 ± 5.28 / 15.09 ± 4.57@@14.26,1.20 ± 1.76 / 44.57 ± 3.72@@1.20,43.08 ± 1.37 / 32.11 ± 1.47@@43.08,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Geotrend/bert-base-da-cased'>Geotrend/bert-base-da-cased</a>,🔍,4.06@@4.06,103822082.0,23150.0,512.0,✓,✗,18.97 ± 8.83 / 55.39 ± 8.10@@18.97,68.61 ± 1.81 / 71.22 ± 1.50@@68.61,-0.33 ± 2.04 / 43.42 ± 4.16@@-0.33,5.87 ± 2.34 / 3.55 ± 1.41@@5.87,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,4.06@@4.06,1195468800.0,65536.0,2048.0,✓,✗,52.25 ± 8.94 / 71.09 ± 8.13@@52.25,26.77 ± 3.37 / 24.94 ± 3.82@@26.77,0.03 ± 1.49 / 40.28 ± 4.15@@0.03,36.05 ± 1.11 / 22.44 ± 1.49@@36.05,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/model-garden-lms/bert-base-finewebs-951k'>model-garden-lms/bert-base-finewebs-951k</a>,🔍,4.07@@4.07,135849472.0,64000.0,512.0,✓,✗,13.94 ± 5.04 / 55.52 ± 3.13@@13.94,65.80 ± 1.68 / 70.71 ± 1.09@@65.80,0.24 ± 2.05 / 47.55 ± 0.86@@0.24,8.62 ± 1.80 / 5.94 ± 1.35@@8.62,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
