<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.44@@2.44,30677882880.0,131072.0,65536.0,✓,✗,93.83 ± 0.44 / 96.91 ± 0.22@@93.83,53.64 ± 2.14 / 40.95 ± 3.48@@53.64,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,70.37 ± 1.71 / 51.31 ± 2.86@@70.37,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.44@@2.44,4300079472.0,262144.0,8192.0,✓,✗,92.64 ± 0.56 / 96.30 ± 0.28@@92.64,38.56 ± 1.32 / 29.06 ± 2.05@@38.56,12.15 ± 2.06 / 50.62 ± 3.82@@12.15,71.08 ± 1.51 / 55.79 ± 2.28@@71.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.44@@2.44,26123974400.0,200192.0,131072.0,✗,✗,83.38 ± 1.24 / 91.38 ± 0.70@@83.38,45.19 ± 1.30 / 28.08 ± 0.90@@45.19,21.18 ± 1.58 / 59.91 ± 0.77@@21.18,59.63 ± 1.12 / 46.93 ± 1.10@@59.63,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-8b-001'>gemini/gemini-1.5-flash-8b-001 (zero-shot, val)</a>",📝,2.45@@2.45,?,256128.0,1048576.0,✓,✗,88.87 ± 1.32 / 94.24 ± 0.68@@88.87,42.56 ± 1.25 / 32.72 ± 1.48@@42.56,17.87 ± 4.49 / 55.24 ± 2.60@@17.87,61.08 ± 0.71 / 46.55 ± 0.73@@61.08,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-DPO'>allenai/Llama-3.1-Tulu-3-8B-DPO</a>,📝,2.45@@2.45,8030326784.0,128264.0,131072.0,✓,✗,91.52 ± 0.53 / 95.73 ± 0.27@@91.52,49.33 ± 1.47 / 33.48 ± 1.12@@49.33,9.93 ± 1.21 / 39.35 ± 1.00@@9.93,62.21 ± 2.04 / 43.07 ± 1.67@@62.21,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.46@@2.46,?,?,?,✓,✗,88.21 ± 0.74 / 93.99 ± 0.40@@88.21,36.69 ± 1.70 / 18.25 ± 0.72@@36.69,18.58 ± 1.97 / 58.02 ± 1.21@@18.58,68.50 ± 0.68 / 52.58 ± 0.58@@68.50,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1</a>,🧠,2.47@@2.47,7241732096.0,32000.0,32768.0,✓,✗,89.98 ± 0.78 / 94.98 ± 0.40@@89.98,45.86 ± 2.01 / 27.83 ± 2.71@@45.86,6.45 ± 3.06 / 42.97 ± 6.03@@6.45,69.21 ± 1.50 / 53.36 ± 1.94@@69.21,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,2.47@@2.47,46702792704.0,32000.0,32768.0,✓,✗,89.51 ± 0.75 / 94.62 ± 0.40@@89.51,48.93 ± 1.66 / 22.13 ± 1.28@@48.93,10.34 ± 1.37 / 53.41 ± 1.17@@10.34,65.02 ± 1.42 / 42.15 ± 2.95@@65.02,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.48@@2.48,4022468096.0,151936.0,262144.0,✓,✗,90.47 ± 0.48 / 95.21 ± 0.24@@90.47,47.83 ± 1.22 / 22.66 ± 1.22@@47.83,10.42 ± 1.31 / 53.39 ± 0.83@@10.42,63.04 ± 0.95 / 46.35 ± 1.16@@63.04,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,2.48@@2.48,20066993152.0,49152.0,8192.0,✓,✗,84.31 ± 0.79 / 91.98 ± 0.44@@84.31,51.90 ± 2.29 / 36.77 ± 3.94@@51.90,4.84 ± 1.53 / 50.68 ± 1.47@@4.84,68.61 ± 0.94 / 48.44 ± 1.70@@68.61,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,2.50@@2.50,7248023552.0,32768.0,32768.0,✓,✗,89.52 ± 0.90 / 94.73 ± 0.47@@89.52,45.48 ± 2.20 / 26.01 ± 2.32@@45.48,6.16 ± 2.01 / 43.81 ± 3.79@@6.16,69.63 ± 2.18 / 52.92 ± 2.54@@69.63,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,2.51@@2.51,8030326784.0,128264.0,131072.0,✓,✗,90.66 ± 0.63 / 95.28 ± 0.33@@90.66,50.21 ± 1.29 / 32.84 ± 1.16@@50.21,7.96 ± 1.66 / 38.23 ± 1.25@@7.96,60.84 ± 1.61 / 40.56 ± 2.02@@60.84,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B'>allenai/Llama-3.1-Tulu-3-8B</a>,📝,2.51@@2.51,8030326784.0,128264.0,131072.0,✓,✗,91.28 ± 0.62 / 95.60 ± 0.32@@91.28,48.47 ± 1.40 / 32.55 ± 0.99@@48.47,9.22 ± 1.36 / 38.07 ± 0.99@@9.22,59.30 ± 2.53 / 42.02 ± 2.31@@59.30,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,2.52@@2.52,27432406640.0,262144.0,8192.0,✓,✗,90.31 ± 0.56 / 95.04 ± 0.30@@90.31,41.88 ± 0.57 / 21.77 ± 0.37@@41.88,16.05 ± 1.20 / 54.73 ± 0.64@@16.05,60.76 ± 0.40 / 39.50 ± 0.50@@60.76,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.53@@2.53,3191396096.0,100352.0,131072.0,✓,✗,89.20 ± 0.85 / 94.50 ± 0.45@@89.20,45.76 ± 1.26 / 35.43 ± 2.03@@45.76,6.88 ± 1.91 / 41.76 ± 2.65@@6.88,64.47 ± 1.68 / 48.42 ± 1.66@@64.47,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.53@@2.53,32003216384.0,102400.0,131072.0,✗,✗,84.36 ± 0.68 / 91.83 ± 0.34@@84.36,45.96 ± 1.34 / 28.48 ± 1.15@@45.96,6.35 ± 1.47 / 51.29 ± 0.65@@6.35,68.69 ± 0.94 / 50.73 ± 1.58@@68.69,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/meta-llama/Llama-3.2-3B'>meta-llama/Llama-3.2-3B</a>,🧠,2.53@@2.53,3212749824.0,128256.0,131072.0,✓,✗,90.20 ± 0.99 / 95.05 ± 0.52@@90.20,43.18 ± 2.42 / 22.46 ± 2.05@@43.18,5.85 ± 2.78 / 44.85 ± 5.31@@5.85,70.50 ± 1.66 / 52.58 ± 2.22@@70.50,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.53@@2.53,?,?,?,✓,✗,89.95 ± 0.74 / 94.92 ± 0.38@@89.95,39.48 ± 2.00 / 21.21 ± 0.96@@39.48,17.03 ± 2.66 / 52.62 ± 3.67@@17.03,58.54 ± 0.90 / 44.30 ± 1.32@@58.54,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/Finnish-NLP/roberta-large-finnish-v2'>Finnish-NLP/roberta-large-finnish-v2</a>,🔍,2.54@@2.54,354313218.0,50265.0,514.0,✓,✗,81.66 ± 2.09 / 90.67 ± 1.16@@81.66,78.11 ± 2.07 / 76.88 ± 1.54@@78.11,7.18 ± 4.44 / 52.99 ± 2.32@@7.18,35.41 ± 0.90 / 20.56 ± 1.20@@35.41,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.55@@2.55,3349227520.0,262144.0,500000.0,✗,✗,90.52 ± 1.19 / 95.22 ± 0.59@@90.52,42.15 ± 1.71 / 27.09 ± 1.16@@42.15,5.95 ± 2.19 / 44.07 ± 1.97@@5.95,66.92 ± 0.96 / 53.15 ± 1.01@@66.92,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,2.55@@2.55,13716198400.0,100352.0,4096.0,✓,✗,89.82 ± 0.73 / 94.83 ± 0.39@@89.82,48.28 ± 1.20 / 23.77 ± 1.37@@48.28,10.11 ± 1.29 / 48.41 ± 1.40@@10.11,57.76 ± 1.64 / 43.07 ± 2.41@@57.76,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,2.55@@2.55,68976653312.0,32000.0,4096.0,✓,✗,89.39 ± 1.16 / 94.61 ± 0.63@@89.39,42.32 ± 1.43 / 20.11 ± 0.52@@42.32,10.44 ± 1.77 / 48.44 ± 1.56@@10.44,59.63 ± 0.89 / 36.43 ± 1.67@@59.63,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/tartuNLP/Llama-3.1-EstLLM-8B-Instruct-0825'>tartuNLP/Llama-3.1-EstLLM-8B-Instruct-0825</a>,📝,2.55@@2.55,8030261248.0,128256.0,131072.0,✗,✗,87.69 ± 0.68 / 93.81 ± 0.35@@87.69,44.18 ± 2.12 / 25.10 ± 1.45@@44.18,9.84 ± 1.52 / 46.84 ± 2.62@@9.84,64.83 ± 1.56 / 47.92 ± 1.99@@64.83,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.55@@2.55,4757260288.0,32000.0,32768.0,✓,✗,84.83 ± 0.73 / 92.35 ± 0.38@@84.83,48.23 ± 1.54 / 22.41 ± 2.19@@48.23,11.57 ± 1.78 / 50.90 ± 1.64@@11.57,57.53 ± 2.03 / 41.14 ± 2.91@@57.53,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.56@@2.56,70599864480.0,131072.0,65536.0,✓,✗,91.90 ± 0.91 / 95.89 ± 0.48@@91.90,44.44 ± 2.24 / 25.78 ± 2.24@@44.44,0.29 ± 0.57 / 33.40 ± 0.27@@0.29,71.84 ± 2.27 / 56.17 ± 2.40@@71.84,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B'>NorwAI/NorwAI-Mixtral-8x7B</a>,🧠,2.57@@2.57,46997647360.0,67993.0,32768.0,✓,✗,90.61 ± 0.57 / 95.28 ± 0.29@@90.61,46.87 ± 2.01 / 22.71 ± 1.61@@46.87,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,71.14 ± 1.73 / 54.28 ± 2.33@@71.14,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.57@@2.57,32234279936.0,100352.0,4096.0,✗,✗,92.11 ± 0.66 / 96.02 ± 0.34@@92.11,55.52 ± 1.47 / 22.68 ± 0.80@@55.52,26.67 ± 0.53 / 63.13 ± 0.28@@26.67,22.87 ± 1.52 / 0.00 ± 0.00@@22.87,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B-instruct'>NorwAI/NorwAI-Mixtral-8x7B-instruct</a>,📝,2.57@@2.57,46997647360.0,67993.0,32768.0,✓,✗,90.14 ± 0.71 / 95.00 ± 0.38@@90.14,52.85 ± 1.09 / 25.93 ± 2.33@@52.85,-0.13 ± 0.25 / 33.39 ± 0.33@@-0.13,64.72 ± 2.98 / 41.09 ± 4.65@@64.72,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/LumiOpen/Poro-34B-chat'>LumiOpen/Poro-34B-chat</a>,📝,2.58@@2.58,34216949760.0,128000.0,?,✓,✗,92.55 ± 0.52 / 96.27 ± 0.26@@92.55,41.88 ± 3.34 / 17.10 ± 1.33@@41.88,13.00 ± 1.98 / 50.19 ± 3.53@@13.00,56.76 ± 1.55 / 33.94 ± 2.08@@56.76,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/tartuNLP/Llama-3.1-EstLLM-8B-Instruct-1125'>tartuNLP/Llama-3.1-EstLLM-8B-Instruct-1125</a>,📝,2.58@@2.58,8030261248.0,128256.0,131072.0,✗,✓,87.18 ± 0.61 / 93.56 ± 0.30@@87.18,48.66 ± 1.97 / 26.99 ± 1.10@@48.66,4.60 ± 1.34 / 43.81 ± 1.40@@4.60,63.01 ± 1.36 / 44.87 ± 1.94@@63.01,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.58@@2.58,2274067232.0,248044.0,8192.0,✓,✗,80.38 ± 3.50 / 90.10 ± 1.81@@80.38,39.63 ± 2.55 / 22.14 ± 1.98@@39.63,12.27 ± 2.70 / 53.77 ± 2.68@@12.27,66.37 ± 1.27 / 48.77 ± 2.34@@66.37,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,📝,2.58@@2.58,2274067232.0,248044.0,8192.0,✓,✗,84.28 ± 1.76 / 92.02 ± 0.89@@84.28,41.81 ± 1.38 / 22.21 ± 1.39@@41.81,10.37 ± 2.23 / 52.33 ± 2.05@@10.37,67.90 ± 1.14 / 51.19 ± 1.57@@67.90,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.58@@2.58,?,?,400000.0,✓,✗,85.56 ± 0.69 / 92.59 ± 0.35@@85.56,40.85 ± 1.53 / 16.44 ± 0.67@@40.85,15.86 ± 1.61 / 57.14 ± 0.83@@15.86,58.77 ± 0.42 / 39.83 ± 0.71@@58.77,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.59@@2.59,3349227520.0,262144.0,500000.0,✗,✗,90.37 ± 1.05 / 95.14 ± 0.53@@90.37,41.60 ± 1.98 / 27.76 ± 1.21@@41.60,5.37 ± 3.46 / 42.79 ± 2.32@@5.37,67.00 ± 0.85 / 52.98 ± 1.16@@67.00,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.60@@2.60,8888227328.0,131072.0,131072.0,✓,✗,83.97 ± 1.08 / 91.83 ± 0.56@@83.97,43.63 ± 1.23 / 24.61 ± 0.98@@43.63,10.55 ± 1.98 / 55.05 ± 1.01@@10.55,59.17 ± 1.04 / 46.43 ± 0.95@@59.17,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.61@@2.61,7241732096.0,32000.0,32768.0,✓,✗,86.00 ± 0.63 / 92.89 ± 0.33@@86.00,42.65 ± 2.35 / 31.31 ± 2.81@@42.65,4.41 ± 1.56 / 47.70 ± 2.81@@4.41,68.40 ± 1.43 / 51.05 ± 2.29@@68.40,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.61@@2.61,140642306.0,256000.0,8192.0,✓,✗,71.83 ± 3.83 / 85.83 ± 1.96@@71.83,65.10 ± 3.91 / 63.73 ± 4.13@@65.10,20.55 ± 4.94 / 59.92 ± 2.32@@20.55,30.82 ± 4.01 / 14.51 ± 2.53@@30.82,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/ZurichNLP/unsup-simcse-xlm-roberta-base'>ZurichNLP/unsup-simcse-xlm-roberta-base</a>,🔍,2.63@@2.63,277453570.0,250002.0,514.0,✓,✗,83.14 ± 1.16 / 91.55 ± 0.58@@83.14,76.22 ± 1.98 / 73.91 ± 1.70@@76.22,2.46 ± 2.61 / 47.30 ± 4.11@@2.46,33.19 ± 1.39 / 17.38 ± 1.19@@33.19,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/Twitter/twhin-bert-large'>Twitter/twhin-bert-large</a>,🔍,2.63@@2.63,561713298.0,250002.0,512.0,✓,✗,75.72 ± 4.48 / 87.69 ± 2.40@@75.72,71.19 ± 1.98 / 71.30 ± 1.77@@71.19,3.09 ± 1.39 / 44.19 ± 4.26@@3.09,41.46 ± 3.45 / 24.92 ± 3.00@@41.46,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.64@@2.64,3212749824.0,128256.0,131072.0,✓,✗,86.88 ± 0.85 / 93.42 ± 0.42@@86.88,42.33 ± 2.09 / 26.28 ± 1.47@@42.33,7.65 ± 1.02 / 48.65 ± 2.02@@7.65,60.20 ± 0.78 / 40.80 ± 1.02@@60.20,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,2.64@@2.64,32763876352.0,152064.0,131072.0,✓,✗,87.06 ± 1.19 / 93.38 ± 0.64@@87.06,49.43 ± 2.11 / 25.82 ± 1.23@@49.43,15.95 ± 1.60 / 57.53 ± 0.98@@15.95,43.38 ± 1.63 / 26.60 ± 2.43@@43.38,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01</a>,📝,2.64@@2.64,34980831232.0,256000.0,8192.0,✗,✗,87.71 ± 0.85 / 93.65 ± 0.46@@87.71,46.06 ± 1.22 / 28.45 ± 1.13@@46.06,4.55 ± 1.65 / 48.76 ± 2.09@@4.55,59.23 ± 1.72 / 39.32 ± 1.98@@59.23,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,2.66@@2.66,8028033024.0,256000.0,8192.0,✗,✗,85.04 ± 1.33 / 92.33 ± 0.75@@85.04,36.81 ± 2.09 / 21.56 ± 1.50@@36.81,5.47 ± 1.53 / 51.38 ± 1.36@@5.47,71.14 ± 0.62 / 53.77 ± 1.09@@71.14,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.66@@2.66,3402836480.0,100352.0,131072.0,✓,✗,89.94 ± 0.44 / 94.94 ± 0.24@@89.94,50.29 ± 1.49 / 24.04 ± 2.14@@50.29,1.49 ± 0.72 / 33.77 ± 0.48@@1.49,55.64 ± 7.52 / 38.29 ± 8.14@@55.64,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,2.66@@2.66,277455362.0,250002.0,514.0,✓,✗,81.91 ± 1.49 / 90.94 ± 0.74@@81.91,74.90 ± 1.09 / 72.82 ± 1.35@@74.90,2.37 ± 2.25 / 44.96 ± 2.62@@2.37,34.42 ± 0.72 / 19.33 ± 0.70@@34.42,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.67@@2.67,7241748480.0,32002.0,32768.0,✗,✗,83.71 ± 1.26 / 91.81 ± 0.67@@83.71,45.89 ± 2.02 / 21.39 ± 2.02@@45.89,3.85 ± 1.72 / 42.95 ± 3.84@@3.85,62.90 ± 2.47 / 35.15 ± 3.80@@62.90,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.67@@2.67,?,100256.0,272000.0,✓,✗,88.22 ± 1.51 / 93.88 ± 0.79@@88.22,40.86 ± 1.96 / 15.73 ± 0.75@@40.86,11.46 ± 3.01 / 52.02 ± 1.78@@11.46,54.03 ± 0.58 / 35.97 ± 0.67@@54.03,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,2.68@@2.68,3075098624.0,128256.0,65536.0,✓,✗,79.86 ± 1.15 / 89.89 ± 0.58@@79.86,41.95 ± 2.61 / 27.07 ± 3.74@@41.95,8.13 ± 1.05 / 52.76 ± 1.06@@8.13,62.61 ± 0.97 / 38.90 ± 1.95@@62.61,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.68@@2.68,9152319488.0,128000.0,4096.0,✗,✗,89.95 ± 1.13 / 94.86 ± 0.61@@89.95,32.48 ± 2.84 / 19.36 ± 0.91@@32.48,6.25 ± 1.33 / 35.99 ± 1.09@@6.25,69.85 ± 1.83 / 53.70 ± 2.52@@69.85,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.68@@2.68,8030261248.0,128256.0,131072.0,✓,✗,91.69 ± 0.69 / 95.84 ± 0.35@@91.69,51.27 ± 1.85 / 27.17 ± 2.10@@51.27,13.99 ± 2.29 / 52.27 ± 3.39@@13.99,32.28 ± 4.95 / 7.90 ± 4.64@@32.28,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.70@@2.70,7298011136.0,100278.0,65536.0,✗,✗,68.56 ± 5.45 / 81.78 ± 3.94@@68.56,51.26 ± 2.70 / 27.29 ± 1.57@@51.26,9.02 ± 1.93 / 50.13 ± 1.25@@9.02,55.80 ± 1.02 / 41.67 ± 1.71@@55.80,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/allenai/OLMo-2-1124-7B'>allenai/OLMo-2-1124-7B</a>,🧠,2.71@@2.71,7298617344.0,100352.0,4096.0,✓,✗,85.54 ± 1.27 / 92.48 ± 0.73@@85.54,33.26 ± 2.01 / 20.00 ± 1.37@@33.26,5.04 ± 2.39 / 45.01 ± 3.89@@5.04,68.53 ± 0.57 / 50.83 ± 1.07@@68.53,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
